; (Japanese, UTF-8)
;------------------------------------------------------------------------------
; 『MZ-IME日本語入力・基本辞書』
; "MZ-IME Japanese Input, The Basic Dictionary"
; Copyright (C) 2016 Katayama Hirofumi MZ.
; This file is public domain software (PDS).
;------------------------------------------------------------------------------
; データ行は次の形式で表す。
;
;    <変換前><TAB><品詞分類><TAB><変換後><TAB><漢字変換コスト><TAB><変換コスト>
;
; <変換前>には、変換前のひらがなのみ、またはカタカナのみを記す。
; <TAB>は、タブ文字を表す。
; <品詞分類>は下記のものを指定する。
;
;   名詞、い形容詞、な形容詞、連体詞、副詞、接続詞、感動詞、助詞、
;   未然形接続未然助動詞、未然形接続連用助動詞、未然形接続終止助動詞、
;   未然形接続連体助動詞、未然形接続仮定助動詞、未然形接続命令助動詞、
;   連用形接続未然助動詞、連用形接続連用助動詞、連用形接続終止助動詞、
;   連用形接続連体助動詞、連用形接続仮定助動詞、連用形接続命令助動詞、
;   終止形接続未然助動詞、終止形接続連用助動詞、終止形接続終止助動詞、
;   終止形接続連体助動詞、終止形接続仮定助動詞、終止形接続命令助動詞、
;   その他接続未然助動詞、その他接続連用助動詞、その他接続終止助動詞、
;   その他接続連体助動詞、その他接続仮定助動詞、その他接続命令助動詞、
;   五段動詞、一段動詞、カ変動詞、サ変動詞　のいずれか。
;
; <品詞分類>が省略された場合は、<品詞分類>は名詞とみなされる。
; <変換後>には、変換後の文字列を指定する。
; <変換後>は省略可能で、省略した場合は、<変換後>は<変換前>と同じと見なされる。
; 動詞・い形容詞・な形容詞は、<変換前>と<変換後>に基本形で記述する。
; <漢字変換コスト>には、ゼロ以上の整数を指定する。
; <漢字変換コスト>が小さいほどよく使われる漢字であることを表す。
; <漢字変換コスト>は省略可能で、省略した場合はゼロを意味する。
; <変換コスト>には、ゼロ以上の整数を指定する。
; <変換コスト>が小さいほどよく使われる変換であることを表す。
; <変換コスト>は省略可能で、省略した場合はゼロを意味する。
;------------------------------------------------------------------------------
ああ	感動詞
あなた	名詞	貴女	2
あなた	名詞	貴方	2
あなどる	五段動詞	侮る
あにき	名詞	兄貴
あねき	名詞	姉貴
あの	連体詞
あのかた	名詞	あの方
あのひと	名詞	あの人
あばく	五段動詞	発く
あばれる	一段動詞	暴れる
あびせる	一段動詞	浴びせる
あびる	一段動詞	浴びる
あふれる	一段動詞	溢れる
あぶない	い形容詞	危ない
あぶら	名詞	油
あぶら	名詞	脂
あぶらえ	名詞	油絵
あぶる	五段動詞	炙る
あぶる	五段動詞	焙る
あぶれる	一段動詞	溢れる
あべのく	名詞	阿倍野区
あまい	い形容詞	甘い
あまえる	一段動詞	甘える
あまぎる	五段動詞	天霧る
あまぐ	名詞	雨具
あます	五段動詞	余す
あまだれ	名詞	雨垂れ
あまやかす	五段動詞	甘やかす
あまやどり	名詞	雨宿り
あまる	五段動詞	余る
あまんじる	一段動詞	甘んじる
あむ	五段動詞	編む
あめふり	名詞	雨降り
あやかる	五段動詞	肖る
あやしむ	五段動詞	怪しむ
あやつる	五段動詞	操る
あやぶむ	五段動詞	危ぶむ
あやまつ	五段動詞	過つ
あやまる	五段動詞	誤る
あやまる	五段動詞	謝る
あゆむ	五段動詞	歩む
あら	感動詞
あらい	い形容詞	粗い
あらい	い形容詞	荒い
あらいもの	名詞	洗い物
あらう	五段動詞	洗う
あらかわく	名詞	荒川区
あらがう	五段動詞	抗う
あらす	五段動詞	荒らす
あらそう	五段動詞	争う
あらたまる	五段動詞	改まる
あらためる	一段動詞	改める
あらゆる	連体詞
あらわす	五段動詞	現す
あらわす	五段動詞	著す
あらわす	五段動詞	表す
あらわす	五段動詞	顕す
あらわれる	一段動詞	現れる
あらわれる	一段動詞	表れる
あらわれる	一段動詞	顕れる
ありく	五段動詞	歩く
ある	五段動詞	在る
ある	五段動詞	有る
ある	連体詞	或る	2
あるいは	接続詞	或いは	2
あるく	五段動詞	歩く
あれ
あれる	一段動詞	荒れる
あわす	五段動詞	合わす
あわせる	一段動詞	合わせる
あわてる	一段動詞	周章てる
あわてる	一段動詞	慌てる
あわれむ	五段動詞	憐れむ
あんい	名詞	安易
あんか	名詞	安価
あんがい	名詞	案外
あんき	名詞	暗記
あんごう	名詞	暗号
あんごうぶん	名詞	暗号文
あんざん	名詞	暗算
あんしん	名詞	安心
あんじ	名詞	暗示
あんじゅう	名詞	安住
あんじる	一段動詞	案じる
あんせい	名詞	安静
あんぜん	名詞	安全
あんぜんな	な形容詞	安全な
あんてい	名詞	安定
あんない	名詞	案内
あんのじょう	名詞	案の定
あんぴ	名詞	安否
あんや	名詞	暗夜
いい	い形容詞	良い
いいえ	感動詞
いいわけ	名詞	言い訳
いいん	名詞	医院
いいん	名詞	委員
いいんかい	名詞	委員会
いう	五段動詞	言う
いえ	名詞	家
いえじ	名詞	家路
いえなみ	名詞	家並み
いえる	一段動詞	癒える
いか	名詞	以下
いかす	五段動詞	生かす
いからかす	五段動詞	怒らかす
いからす	五段動詞	怒らす
いかる	五段動詞	怒る
いがい	名詞	以外
いがい	名詞	意外
いがく	名詞	医学
いきづく	五段動詞	息衝く
いきどおる	五段動詞	憤る
いきょう	名詞	異郷
いきる	一段動詞	生きる
いきる	五段動詞	熱る
いぎ	名詞	意義
いぎ	名詞	異議
いく	五段動詞	行く
いくじ	名詞	育児
いくたく	名詞	生田区
いくのく	名詞	生野区
いぐすり	名詞	胃薬
いける	一段動詞	生ける
いけん	名詞	意見
いけん	名詞	違憲
いこう	五段動詞	憩う
いこう	名詞	以降
いこう	名詞	意向
いこく	名詞	異国
いこつ	名詞	遺骨
いご	名詞	以後
いさい	名詞	委細
いさかう	五段動詞	諍う
いさみあし	名詞	勇み足
いさむ	五段動詞	勇む
いさめる	一段動詞	諫める
いさん	名詞	遺産
いざなう	五段動詞	誘う
いし	名詞	意志
いしかわ	名詞	石川県
いしき	名詞	意識
いしばし	名詞	石橋
いしゃ	名詞	医者
いしょ	名詞	遺書
いしょう	名詞	衣装
いしょく	名詞	移植
いじめる	一段動詞	苛める
いじゅう	名詞	移住
いじょう	名詞	以上
いじょう	名詞	異常
いずみく	名詞	泉区
いせい	名詞	異性
いぜん	名詞	以前
いそがしい	い形容詞	忙しい
いそがす	五段動詞	急がす
いそぎあし	名詞	急ぎ足
いそぐ	五段動詞	急ぐ
いそごく	名詞	磯子区
いぞく	名詞	遺族
いぞん	名詞	異存
いたい	い形容詞	痛い
いたい	名詞	遺体
いたす	五段動詞	致す
いただきもの	名詞	頂き物
いただく	五段動詞	戴く
いただく	五段動詞	頂く
いたのま	名詞	板の間
いたばしく	名詞	板橋区
いたみどめ	名詞	痛み止め
いたむ	五段動詞	悼む
いたむ	五段動詞	痛む
いためる	一段動詞	炒める
いためる	一段動詞	痛める
いたる	五段動詞	到る
いたる	五段動詞	至る
いたわる	五段動詞	労る
いだく	五段動詞	抱く
いだす	五段動詞	出す
いち	名詞	一
いち	名詞	位置
いちい	名詞	一位
いちおく	名詞	一億
いちぐん	名詞	一群
いちざ	名詞	一座
いちだん	名詞	一団
いちにん	名詞	一任
いちょう	名詞	胃腸
いちりつ	名詞	一律
いちりん	名詞	一輪
いちれい	名詞	一例
いっかげつ	名詞	一か月
いっしゅう	名詞	一周
いっすん	名詞	一寸
いったい	名詞	一帯
いっちょう	名詞	一兆
いっとう	名詞	一等
いつくしむ	五段動詞	慈しむ
いつつ	名詞	五つ
いつわる	五段動詞	偽る
いでたつ	五段動詞	出立つ
いでむかう	五段動詞	出向かう
いでる	一段動詞	出でる
いでん	名詞	遺伝
いでんし	名詞	遺伝子
いと	名詞	意図
いと	名詞	糸
いとう	五段動詞	厭う
いとなむ	五段動詞	営む
いどう	名詞	異同
いどう	名詞	移動
いどむ	五段動詞	挑む
いない	名詞	以内
いなおる	五段動詞	居直る
いなげく	名詞	稲毛区
いななく	五段動詞	嘶く
いなむ	五段動詞	否む
いにん	名詞	委任
いにんじょう	名詞	委任状
いぬ	五段動詞	去ぬ
いぬ	五段動詞	往ぬ
いぬ	名詞	犬
いのちとり	名詞	命取り
いのちびろい	名詞	命拾い
いのる	五段動詞	祈る
いばらき	名詞	茨城県
いばる	五段動詞	威張る
いふく	名詞	衣服
いぶかる	五段動詞	訝る
いぶつ	名詞	異物
いへん	名詞	異変
いま	名詞	居間
いましめる	一段動詞	戒める
いみ	名詞	意味
いみん	名詞	移民
いむ	五段動詞	忌む
いや	感動詞
いやす	五段動詞	癒す
いやな	な形容詞	嫌な
いよう	名詞	異様
いよく	名詞	意欲
いらい	名詞	以来
いらう	五段動詞	弄う
いりょう	名詞	衣料
いる	一段動詞	射る
いる	一段動詞	居る
いる	一段動詞	沃る
いる	一段動詞	率る
いる	一段動詞	鋳る
いる	五段動詞	入る
いる	五段動詞	煎る
いる	五段動詞	要る
いるい	名詞	衣類
いれい	名詞	異例
いれる	一段動詞	入れる
いろいろな	な形容詞	色々な
いろづく	五段動詞	色付く
いろどる	五段動詞	彩る
いろめがね	名詞	色眼鏡
いろめく	五段動詞	色めく
いろん	名詞	異論
いろんな	連体詞	色んな
いわあな	名詞	岩穴
いわう	五段動詞	祝う
いわす	五段動詞	言わす
いわつきく	名詞	岩槻区
いわて	名詞	岩手県
いわば	名詞	岩場
いわゆる	連体詞
いんが	名詞	因果
いんさつ	名詞	印刷
いんさつぶつ	名詞	印刷物
いんしゅ	名詞	飲酒
いんしゅう	名詞	因習
いんしょう	名詞	印象
いんしょくてん	名詞	飲食店
いんたい	名詞	引退
いんちょう	名詞	院長
いんりょく	名詞	引力
う	未然形接続終止助動詞
う	未然形接続連体助動詞
うえがわ	名詞	上側
うえき	名詞	植木
うえる	一段動詞	植える
うえる	一段動詞	飢える
うかがう	五段動詞	伺う
うかす	五段動詞	浮かす
うかぶ	五段動詞	浮かぶ
うかべる	一段動詞	浮かべる
うかる	五段動詞	受かる
うかれる	一段動詞	浮かれる
うがつ	五段動詞	穿つ
うき	名詞	雨季
うきょうく	名詞	右京区
うく	五段動詞	浮く
うけつけ	名詞	受付
うけとり	名詞	受取
うけとる	五段動詞	受取る
うけもち	名詞	受け持ち
うける	一段動詞	受ける
うごかす	五段動詞	動かす
うごく	五段動詞	動く
うしごめく	名詞	牛込区
うしなう	五段動詞	失う
うしろすがた	名詞	後ろ姿
うすい	い形容詞	薄い
うすぎ	名詞	薄着
うすで	名詞	薄手
うすまる	五段動詞	薄まる
うすめる	一段動詞	薄める
うすらぐ	五段動詞	薄らぐ
うずく	五段動詞	疼く
うずくまる	五段動詞	蹲る
うずまく	五段動詞	渦巻く
うずまる	五段動詞	埋まる
うずむ	五段動詞	埋む
うずめる	一段動詞	埋める
うずもれる	一段動詞	埋もれる
うせる	一段動詞	失せる
うそぶく	五段動詞	嘯く
うたう	五段動詞	歌う
うたがう	五段動詞	疑う
うちあける	一段動詞	打明ける
うちいる	五段動詞	打入る
うちがわ	名詞	内側
うちき	名詞	内気
うちきり	名詞	打ち切り
うちけし	名詞	打ち消し
うちとる	五段動詞	討取る
うちゅう	名詞	宇宙
うちわる	五段動詞	打割る
うったえる	一段動詞	訴える
うつ	五段動詞	打つ
うつ	五段動詞	討つ
うつくしい	い形容詞	美しい
うつす	五段動詞	写す
うつす	五段動詞	移す
うつのみや	名詞	宇都宮
うつぶす	五段動詞	俯す
うつる	五段動詞	写る
うつる	五段動詞	映る
うつる	五段動詞	移る
うつろう	五段動詞	移ろう
うてる	一段動詞	打てる
うとむ	五段動詞	疎む
うとんじる	一段動詞	疎んじる
うどん
うながす	五段動詞	促す
うなずく	五段動詞	頷く
うなだれる	一段動詞	項垂れる
うなる	五段動詞	唸る
うばう	五段動詞	奪う
うべなう	五段動詞	諾う
うま	名詞	馬
うまい	い形容詞	上手い
うまい	い形容詞	巧い
うまい	い形容詞	美味い
うまる	五段動詞	埋まる
うまれる	一段動詞	生まれる
うまれる	一段動詞	産まれる
うみ	名詞	海
うみべ	名詞	海辺
うむ	五段動詞	倦む
うむ	五段動詞	生む
うむ	五段動詞	産む
うむ	五段動詞	膿む
うむ	名詞	有無
うめしゅ	名詞	梅酒
うめる	一段動詞	埋める
うめる	一段動詞	填める
うもれる	一段動詞	埋もれる
うやまう	五段動詞	敬う
うらうち	名詞	裏打ち
うらおもて	名詞	裏表
うらがわ	名詞	裏側
うらぎり	名詞	裏切り
うらぐち	名詞	裏口
うらじじょう	名詞	裏事情
うらなう	五段動詞	占う
うらまち	名詞	裏町
うらむ	五段動詞	恨む
うらもん	名詞	裏門
うらやむ	五段動詞	羨む
うらわく	名詞	浦和区
うりば	名詞	売り場
うりょう	名詞	雨量
うる	五段動詞	売る
うるおう	五段動詞	潤う
うるおす	五段動詞	潤す
うるさい	い形容詞	五月蝿い
うるさい	い形容詞	煩い
うるむ	五段動詞	潤む
うれえる	一段動詞	愁える
うれえる	一段動詞	憂える
うれしい	い形容詞	嬉しい
うれる	一段動詞	売れる
うろたえる	一段動詞	狼狽える
うわる	五段動詞	植わる
うんえい	名詞	運営
うんえいしゃ	名詞	運営者
うんが	名詞	運河
うんこう	名詞	運航
うんこう	名詞	運行
うんせい	名詞	運勢
うんそう	名詞	運送
うんちん	名詞	運賃
うんてん	名詞	運転
うんどう	名詞	運動
うんめい	名詞	運命
うんゆ	名詞	運輸
えいえん	名詞	永遠
えいが	名詞	映画
えいがかん	名詞	映画館
えいきゅう	名詞	永久
えいぎょう	名詞	営業
えいこう	名詞	栄光
えいこく	名詞	英国
えいご	名詞	英語
えいさい	名詞	英才
えいしゃ	名詞	映写
えいじゅう	名詞	永住
えいせい	名詞	衛星
えいせい	名詞	衛生
えいぞう	名詞	映像
えいぞく	名詞	永続
えいぶん	名詞	英文
えいよう	名詞	栄養
えいようし	名詞	栄養士
えいようそ	名詞	栄養素
えいり	名詞	営利
ええ	感動詞
えがお	名詞	笑顔
えがく	五段動詞	描く
えき	名詞	駅
えきいん	名詞	駅員
えきしゃ	名詞	易者
えきじょう	名詞	液状
えきじょうか	名詞	液状化
えきたい	名詞	液体
えきまえ	名詞	駅前
えぐる	五段動詞	抉る
えする	一段動詞	会する
えだは	名詞	枝葉
えっする	一段動詞	謁する
えどがわく	名詞	江戸川区
えどる	五段動詞	絵取る
えのぐ	名詞	絵の具
えばらく	名詞	荏原区
えひめ	名詞	愛媛県
えふで	名詞	絵筆
えむ	五段動詞	笑む
えらい	い形容詞	偉い
えらぶ	五段動詞	選ぶ
える	一段動詞	得る
える	五段動詞	彫る
えんえん	名詞	延々
えんがん	名詞	沿岸
えんき	名詞	延期
えんぎ	名詞	演技
えんぎ	名詞	縁起
えんけい	名詞	遠景
えんげい	名詞	園芸
えんげい	名詞	演芸
えんげき	名詞	演劇
えんしゅう	名詞	円周
えんしゅうりつ	名詞	円周率
えんしゅつ	名詞	演出
えんしゅつか	名詞	演出家
えんせん	名詞	沿線
えんぜつ	名詞	演説
えんそう	名詞	演奏
えんそうか	名詞	演奏家
えんそうかい	名詞	演奏会
えんちゅう	名詞	円柱
えんちょう	名詞	延長
えんでん	名詞	塩田
えんどう	名詞	沿道
えんぶん	名詞	塩分
えんろ	名詞	遠路
おい	感動詞
おいうつ	五段動詞	追討つ
おいさき	名詞	老い先
おいしい	い形容詞	美味しい
おいる	一段動詞	生いる
おいる	一段動詞	老いる
おう	五段動詞	負う
おう	五段動詞	追う
おうおう	名詞	往往
おうきゅう	名詞	王宮
おうしょく	名詞	黄色
おうじ	名詞	往時
おうじく	名詞	王子区
おうじる	一段動詞	応じる
おうせつ	名詞	応接
おうせつしつ	名詞	応接室
おうせつま	名詞	応接間
おうせん	名詞	応戦
おうたい	名詞	応対
おうとう	名詞	応答
おうねん	名詞	往年
おうふく	名詞	往復
おうぼう	名詞	横暴
おうよう	名詞	応用
おうらい	名詞	往来
おえる	一段動詞	終える
おお	感動詞
おおい	い形容詞	多い
おおいた	名詞	大分
おおいた	名詞	大分県
おおう	五段動詞	覆う
おおがた	名詞	大型
おおきい	い形容詞	大きい
おおきな	連体詞	大きな
おおさか	名詞	大阪
おおさか	名詞	大阪府
おおさかし	名詞	大阪市
おおさかふ	名詞	大阪府
おおざら	名詞	大皿
おおす	五段動詞	生おす
おおずもう	名詞	大相撲
おおせる	一段動詞	仰せる
おおせる	一段動詞	果せる
おおせる	一段動詞	課せる
おおせる	一段動詞	負せる
おおぜい	名詞	大勢
おおたく	名詞	大田区
おおつ	名詞	大津
おおなみ	名詞	大波
おおばこ	名詞	大箱
おおみやく	名詞	大宮区
おおめ	名詞	大目
おおもりく	名詞	大森区
おおよどく	名詞	大淀区
おおよろこび	名詞	大喜び
おかしい	い形容詞	可笑しい
おかしな	連体詞	可笑しな
おかす	五段動詞	侵す
おかす	五段動詞	犯す
おかやま	名詞	岡山
おかやま	名詞	岡山県
おかやまし	名詞	岡山市
おがむ	五段動詞	拝む
おきなわ	名詞	沖縄県
おきもの	名詞	置物
おきる	一段動詞	起きる
おぎなう	五段動詞	補う
おく	五段動詞	措く
おく	五段動詞	置く
おく	名詞	億
おくがい	名詞	屋外
おくじょう	名詞	屋上
おくする	一段動詞	臆する
おくない	名詞	屋内
おくらす	五段動詞	後らす
おくる	五段動詞	贈る
おくる	五段動詞	送る
おくれる	一段動詞	後れる
おくれる	一段動詞	遅れる
おこす	五段動詞	興こす
おこす	五段動詞	起こす
おこたる	五段動詞	怠る
おこなう	五段動詞	行う
おこる	五段動詞	怒る
おこる	五段動詞	起こる
おごる	五段動詞	奢る
おごる	五段動詞	驕る
おさえる	一段動詞	抑える
おさえる	一段動詞	押さえる
おさかな	名詞	お魚
おさまる	五段動詞	収まる
おさまる	五段動詞	治まる
おさめる	一段動詞	収める
おさめる	一段動詞	治める
おしえる	一段動詞	教える
おしはかる	五段動詞	推量る
おしひらく	五段動詞	押開く
おしむ	五段動詞	惜しむ
おしょく	名詞	汚職
おじる	一段動詞	怖じる
おす	五段動詞	押す
おす	五段動詞	推す
おせわ	名詞	お世話
おそい	い形容詞	遅い
おそう	五段動詞	襲う
おそなわる	五段動詞	遅なわる
おそらく	副詞	恐らく	1
おそれる	一段動詞	恐れる
おそわる	五段動詞	教わる
おだてる	一段動詞	煽てる
おちいる	五段動詞	陥る
おちつく	五段動詞	落着く
おちば	名詞	落ち葉
おちぶれる	一段動詞	落ちぶれる
おちゃ	名詞	お茶
おちる	一段動詞	落ちる
おとこなき	名詞	男泣き
おとしめる	一段動詞	劣める
おとしめる	一段動詞	貶める
おとす	五段動詞	落とす
おとずれる	一段動詞	訪れる
おとなう	五段動詞	訪う
おとなう	五段動詞	音なう
おとなしい	い形容詞	大人しい
おとる	五段動詞	劣る
おとろえる	一段動詞	衰える
おどす	五段動詞	威す
おどす	五段動詞	脅す
おどる	五段動詞	踊る
おどろかす	五段動詞	驚かす
おどろく	五段動詞	驚く
おのが	連体詞	己が	3
おののく	五段動詞	戦慄く
おはよう	感動詞	お早う	2
おびえる	一段動詞	怯える
おびやかす	五段動詞	脅かす
おびる	一段動詞	帯びる
おぼえる	一段動詞	覚える
おぼしめす	五段動詞	思召す
おぼす	五段動詞	思す
おぼれる	一段動詞	溺れる
おまえ	名詞	お前
おめく	五段動詞	喚く
おもい	い形容詞	重い
おもいやる	五段動詞	思遣る
おもう	五段動詞	思う
おもしろい	い形容詞	面白い
おもてもん	名詞	表門
おもに	名詞	重荷
おもねる	五段動詞	阿る
おもむく	五段動詞	赴く
おもる	五段動詞	重る
おもんじる	一段動詞	重んじる
おもんずる	サ変動詞	重んずる
おもんみる	一段動詞	惟る
おや	名詞	親
おや	感動詞
おやこうこう	名詞	親孝行
おやふこう	名詞	親不孝
おやゆび	名詞	親指
おゆ	名詞	お湯
およぐ	五段動詞	泳ぐ
およげる	一段動詞	泳げる
および	接続詞	及び
およぶ	五段動詞	及ぶ
おりがみ	名詞	折り紙
おりもの	名詞	織物
おりる	一段動詞	下りる
おりる	一段動詞	降りる
おる	五段動詞	居る
おる	五段動詞	折る
おる	五段動詞	織る
おれる	一段動詞	折れる
おろす	五段動詞	下ろす
おわします	五段動詞	御座します
おわする	一段動詞	御座する
おわる	五段動詞	終わる
おんいき	名詞	音域
おんかん	名詞	音感
おんし	名詞	恩師
おんしつ	名詞	温室
おんじょう	名詞	恩情
おんじん	名詞	恩人
おんせん	名詞	温泉
おんそく	名詞	音速
おんたい	名詞	温帯
おんだん	名詞	温暖
おんだんか	名詞	温暖化
おんど	名詞	温度
おんどけい	名詞	温度計
おんわ	名詞	温和
か	助詞
かい	名詞	下位
かいいぬ	名詞	飼い犬
かいいん	名詞	会員
かいか	名詞	開花
かいか	名詞	階下
かいかい	名詞	開会
かいかく	名詞	改革
かいかつ	名詞	快活
かいかん	名詞	開館
かいがん	名詞	海岸
かいきゅう	名詞	階級
かいきん	名詞	解禁
かいぎ	名詞	会議
かいぎしつ	名詞	会議室
かいぎょう	名詞	開業
かいくる	五段動詞	掻繰る
かいぐん	名詞	海軍
かいけい	名詞	会計
かいけつ	名詞	解決
かいこ	名詞	蚕
かいこ	名詞	解雇
かいさん	名詞	解散
かいし	名詞	開始
かいしゃ	名詞	会社
かいしゅう	名詞	改修
かいしょう	名詞	解消
かいじけん	名詞	怪事件
かいじょ	名詞	解除
かいじょう	名詞	会場
かいじょう	名詞	海上
かいじょう	名詞	階上
かいすう	名詞	回数
かいすうけん	名詞	回数券
かいせい	名詞	改正
かいせつ	名詞	解説
かいせん	名詞	改選
かいぜん	名詞	改善
かいそう	名詞	回想
かいそう	名詞	改装
かいそう	名詞	階層
かいそく	名詞	快速
かいぞう	名詞	改造
かいたい	名詞	解体
かいだん	名詞	会談
かいだん	名詞	階段
かいちく	名詞	改築
かいちょう	名詞	会長
かいてい	名詞	海底
かいてき	名詞	快適
かいてん	名詞	回転
かいてん	名詞	開店
かいとう	名詞	回答
かいとう	名詞	解凍
かいとう	名詞	解答
かいぬし	名詞	飼い主
かいね	名詞	買い値
かいはつ	名詞	開発
かいひ	名詞	会費
かいふく	名詞	回復
かいへい	名詞	開閉
かいほう	名詞	快方
かいほう	名詞	解放
かいほう	名詞	開放
かいまみる	一段動詞	垣間見る
かいめい	名詞	改名
かいゆう	名詞	回遊
かいゆうぎょ	名詞	回遊魚
かいよう	名詞	海洋
かいらん	名詞	回覧
かいらんばん	名詞	回覧板
かいりゅう	名詞	海流
